年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2020/07/21,27,25611450,21744850,19617400,4.68,5.06,5.06,5.06,3.45,3.45,3.45,3.45,3.45,3.45,,4.72,508.93,0.00,4.87,4.93,,4.72,5.07,5.08,5.06,3.47,3.50,3.49,3.47,4.68,3.46
2020/07/21,28,25713750,22131550,19965150,4.81,5.15,5.15,5.15,3.48,3.48,3.48,3.48,3.48,3.48,,4.83,506.72,0.00,4.91,5.17,,4.83,5.15,5.16,5.15,3.51,3.52,3.52,3.50,4.40,3.50
2020/07/21,29,25751100,22278700,20072100,4.83,5.26,5.26,5.26,3.53,3.53,3.53,3.53,3.53,3.53,,4.86,507.75,0.00,4.92,4.97,,4.86,5.26,5.28,5.27,3.57,3.57,3.58,3.55,4.60,3.55
2020/07/21,30,25362850,22282500,19902850,4.90,5.26,5.26,5.26,3.88,3.88,3.88,3.88,3.88,3.88,,4.95,509.77,0.00,4.99,5.01,,4.95,5.26,5.28,5.27,3.91,3.91,3.95,3.89,5.08,3.89
2020/07/21,31,24896700,22176050,19770950,4.91,5.25,5.25,5.25,3.98,3.98,3.98,3.98,3.98,3.98,,4.96,509.76,0.00,4.99,5.03,,4.96,5.25,5.27,5.25,4.02,4.50,4.05,4.00,5.00,3.99
2020/07/21,32,24275200,22152350,19513550,4.95,5.25,5.25,5.25,4.83,4.83,4.83,4.83,4.83,4.83,,5.00,509.72,0.00,5.31,5.31,,5.00,5.26,5.28,5.25,4.85,5.66,4.88,4.84,5.34,4.85
2020/07/21,33,24221350,22180000,19076650,4.95,5.25,5.25,5.25,4.57,4.57,4.57,4.57,4.57,4.57,,5.00,509.85,0.00,5.15,5.23,,5.00,5.26,5.27,5.25,4.59,5.38,4.62,4.58,5.16,4.59
2020/07/21,34,24228850,22012600,18974300,5.10,5.25,5.25,5.25,4.94,4.94,4.94,4.94,4.94,4.94,,5.15,511.52,0.00,5.45,5.30,,5.15,5.26,5.27,5.26,4.97,5.96,4.99,4.95,5.22,4.95
2020/07/21,35,24214500,21290300,18747400,4.94,5.29,5.29,5.29,4.63,4.63,4.63,4.63,4.63,4.63,,5.00,512.70,0.00,5.26,5.19,,5.00,5.30,5.30,5.29,4.65,5.96,4.68,4.64,5.08,4.64
2020/07/21,36,24128200,20982850,18448200,4.95,5.19,5.19,5.19,4.73,4.73,4.73,4.73,4.73,4.73,,5.01,512.69,0.00,5.36,5.19,,5.01,5.20,5.20,5.20,4.75,5.98,4.78,4.74,5.21,4.75
2020/07/21,37,24144650,20920250,18332700,5.17,5.24,5.24,5.24,4.95,4.95,4.95,4.95,4.95,4.95,,5.22,511.45,0.00,5.29,5.22,,5.22,5.25,5.25,5.24,4.97,5.90,4.99,4.95,5.34,4.96
2020/07/21,38,24112800,20907650,18198800,5.17,5.24,5.24,5.24,5.18,5.18,5.18,5.18,5.18,5.18,,5.23,512.43,0.00,5.39,5.30,,5.23,5.25,5.25,5.24,5.20,6.23,5.22,5.18,5.64,5.19
2020/07/21,39,23834250,20736050,18161900,5.18,5.29,5.29,5.29,5.04,5.04,5.04,5.04,5.04,5.04,,5.24,512.42,0.00,5.25,5.10,,5.24,5.30,5.30,5.29,5.07,6.17,5.08,5.04,5.52,5.05
2020/07/21,40,23780800,20386100,18149100,4.95,5.19,5.19,5.19,4.95,4.95,4.95,4.95,4.95,4.95,,4.99,510.64,0.00,4.93,4.93,,4.99,5.20,5.20,5.20,4.97,5.25,4.98,4.95,5.43,4.96
2020/07/21,41,23303700,19435300,17707000,4.89,4.94,4.94,4.94,4.63,4.63,4.63,4.63,4.63,4.63,,4.92,509.66,0.00,4.93,4.92,,4.92,4.95,4.96,4.95,4.65,4.98,4.67,4.63,5.04,4.64
2020/07/21,42,23321150,19220450,17591300,4.83,4.90,4.90,4.90,3.88,3.88,3.88,3.88,3.88,3.88,,4.86,509.70,0.00,4.66,4.62,,4.86,4.91,4.92,4.91,3.91,4.16,3.93,3.89,4.41,3.89
2020/07/21,43,22938600,18817650,17210000,4.75,4.86,4.86,4.86,3.98,3.98,3.98,3.98,3.98,3.98,,4.77,508.68,0.00,4.77,4.70,,4.77,4.86,4.87,4.87,4.00,3.98,4.01,3.98,4.29,3.99
2020/07/21,44,22751250,18450900,17050750,4.75,4.86,4.86,4.86,3.88,3.88,3.88,3.88,3.88,3.88,,4.77,508.68,0.00,4.00,4.16,,4.77,4.86,4.87,4.87,3.90,3.88,3.92,3.88,4.19,3.89
2020/07/21,45,21445500,18277250,16421550,4.68,4.81,4.81,4.81,4.31,4.31,4.31,4.31,4.31,4.31,,4.70,508.71,0.00,4.59,4.59,,4.70,4.81,4.82,4.82,4.32,4.48,4.33,4.31,4.56,4.32
2020/07/21,46,21056100,17972350,16166700,4.29,4.68,4.68,4.68,3.91,3.91,3.91,3.91,3.91,3.91,,4.31,508.91,0.00,3.97,4.04,,4.31,4.68,4.69,4.70,3.93,3.91,3.94,3.92,4.21,3.92
2020/07/21,47,20936000,17399000,15993400,3.89,4.08,4.08,4.08,3.69,3.69,3.69,3.69,3.69,3.69,,3.91,509.16,0.00,3.90,3.86,,3.91,4.08,4.09,4.10,3.70,3.69,3.72,3.70,3.88,3.70
2020/07/21,48,20241500,16951050,15752700,3.72,4.08,4.08,4.08,2.16,2.16,2.16,2.16,2.16,2.16,,3.75,510.63,0.00,3.91,3.75,,3.75,4.12,4.08,4.11,2.18,2.17,2.21,2.16,2.56,2.17
2020/07/22,1,21049250,18308850,17907000,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,,3.62,503.35,0.00,3.88,3.62,,3.62,3.62,3.62,3.63,3.62,3.62,3.62,3.62,3.63,3.62
2020/07/22,2,22032700,19007750,18565500,3.09,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,,3.10,504.98,0.00,3.71,2.45,,3.10,3.05,3.05,3.07,3.05,3.05,3.05,3.05,3.05,3.05
2020/07/22,3,23506150,19193250,18779550,3.11,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,,3.12,505.02,0.00,3.63,2.41,,3.12,2.60,2.61,2.62,2.60,2.60,2.60,2.60,2.63,2.60
2020/07/22,4,24091800,19169450,18775700,2.50,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,,2.51,505.41,0.00,3.61,3.44,,2.51,2.57,2.57,2.58,2.56,2.56,2.56,2.56,2.59,2.56
2020/07/22,5,24604050,19210900,18821650,2.58,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,2.59,505.37,0.00,3.60,2.59,,2.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
2020/07/22,6,24835650,18977700,18609500,2.44,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,2.45,505.48,0.00,3.35,2.45,,2.45,2.51,2.51,2.52,2.50,2.50,2.50,2.50,2.53,2.50
2020/07/22,7,24749900,18951650,18590100,2.68,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,,2.69,505.29,0.00,3.32,2.69,,2.69,3.08,3.09,3.09,3.08,3.08,3.08,3.08,3.08,3.08
2020/07/22,8,24858250,18818650,18464850,2.88,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,,2.89,505.16,0.00,2.89,2.51,,2.89,3.38,3.39,3.39,3.38,3.38,3.38,3.38,3.38,3.38
2020/07/22,9,24986200,18788400,18436450,2.88,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,,2.89,505.16,0.00,2.89,2.69,,2.89,3.50,3.46,3.45,3.45,3.45,3.45,3.45,3.45,3.45
2020/07/22,10,25179500,18873150,18515950,2.92,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,2.93,505.14,0.00,2.93,2.51,,2.93,3.61,3.60,3.59,3.59,3.59,3.59,3.59,3.59,3.59
2020/07/22,11,25723700,18857250,18495500,2.68,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,,2.69,505.29,0.00,3.46,2.51,,2.69,3.20,3.18,3.19,3.17,3.17,3.17,3.17,3.17,3.17
2020/07/22,12,25956500,18870550,18489300,2.59,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,,2.60,505.36,0.00,2.60,2.40,,2.60,3.42,3.43,3.43,3.42,3.42,3.42,3.42,3.42,3.42
2020/07/22,13,26122450,19183550,18568300,3.59,3.70,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,,3.59,503.41,0.00,3.69,3.59,,3.59,3.70,3.60,3.61,3.60,3.60,3.60,3.60,3.60,3.60
2020/07/22,14,26292400,19503750,18589000,3.62,3.70,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,,3.62,503.42,0.00,3.69,3.62,,3.62,3.70,3.62,3.63,3.62,3.62,3.62,3.62,3.62,3.62
2020/07/22,15,26046650,20282200,18966450,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,,3.82,503.40,0.00,3.89,3.88,,3.82,3.82,3.82,3.83,3.82,3.82,3.82,3.82,3.82,3.82
2020/07/22,16,25976350,20882450,19476400,3.88,3.90,3.90,3.90,3.88,3.88,3.88,3.88,3.88,3.88,,3.88,503.40,0.00,3.94,3.65,,3.88,3.90,3.90,3.90,3.88,3.88,3.88,3.88,3.88,3.88
2020/07/22,17,24455800,21935700,20328100,3.98,4.89,4.89,4.89,2.35,2.35,2.35,2.35,2.35,2.35,,3.99,504.55,0.00,3.99,3.81,,3.99,4.89,4.89,4.89,2.36,2.35,2.36,2.35,2.35,2.35
2020/07/22,18,24740250,23097200,20891750,4.83,5.11,5.11,5.11,3.42,3.42,3.42,3.42,3.42,3.42,,4.83,503.29,0.00,4.53,3.70,,4.83,5.10,5.11,5.11,3.43,3.42,3.43,3.43,3.42,3.43
2020/07/22,19,24415150,23887800,21298050,5.01,6.23,5.33,5.33,3.88,3.88,3.88,3.88,3.88,3.88,,5.01,502.73,0.00,4.73,4.83,,5.01,6.22,5.33,5.33,3.89,3.88,3.89,3.88,4.11,3.89
2020/07/22,20,24681150,24365900,21670750,4.95,6.23,5.33,5.33,3.88,3.88,3.88,3.88,3.88,3.88,,4.96,503.64,0.00,3.89,3.57,,4.96,6.23,5.33,5.33,3.89,4.03,3.89,3.88,4.17,3.89
2020/07/22,21,24519750,24379750,21501700,4.94,6.23,5.42,5.42,3.15,3.15,3.15,3.15,3.15,3.15,,4.94,502.71,0.00,3.88,3.95,,4.94,6.23,5.42,5.42,3.16,3.15,3.16,3.15,3.51,3.16
2020/07/22,22,24482750,24498800,21557700,4.95,6.23,5.42,5.42,3.56,3.56,3.56,3.56,3.56,3.56,,4.96,503.73,0.00,4.64,4.74,,4.96,6.23,5.42,5.42,3.57,3.64,3.57,3.56,3.88,3.57
2020/07/22,23,24549550,24631900,21789950,5.17,6.46,6.46,6.46,3.88,3.88,3.88,3.88,3.88,3.88,,5.18,503.69,0.00,4.84,4.84,,5.18,6.46,6.46,6.46,3.89,4.36,3.89,3.88,4.20,3.89
2020/07/22,24,24465850,24637400,21828800,5.17,6.46,6.46,6.46,3.64,3.64,3.64,3.64,3.64,3.64,,5.18,503.70,0.00,4.28,3.89,,5.18,6.46,6.46,6.46,3.65,4.05,3.65,3.64,3.98,3.65
2020/07/22,25,24028950,24148500,21248000,4.95,5.62,5.62,5.62,2.32,2.32,2.32,2.32,2.32,2.32,,4.95,502.73,0.00,3.47,2.23,,4.95,5.62,5.62,5.62,2.34,2.62,2.34,2.32,2.36,2.33
2020/07/22,26,23674750,23878300,21146100,5.06,5.62,5.62,5.62,3.51,3.51,3.51,3.51,3.51,3.51,,5.06,502.73,0.00,2.64,2.18,,5.06,5.62,5.61,5.62,3.53,3.95,3.53,3.52,3.57,3.52
2020/07/22,27,23698550,24504550,21326150,5.36,7.16,7.16,7.16,4.95,4.95,4.95,4.95,4.95,4.95,,5.37,503.67,0.00,4.64,3.28,,5.37,7.16,7.16,7.16,4.95,5.39,4.96,4.95,4.96,4.95
2020/07/22,28,23296550,24796000,21269250,5.64,7.21,7.21,7.21,4.96,4.96,4.96,4.96,4.96,4.96,,5.65,503.70,0.00,4.97,4.95,,5.65,7.21,7.23,7.21,4.97,5.38,4.97,4.96,4.98,4.97
2020/07/22,29,23167600,25158000,21121400,6.26,7.25,7.25,7.25,5.64,5.64,5.64,5.64,5.64,5.64,,6.27,503.94,0.00,5.13,4.96,,6.27,7.25,7.27,7.25,5.65,5.98,5.65,5.64,5.64,5.65
2020/07/22,30,23010100,25334800,21130400,7.19,8.59,7.25,7.25,6.26,6.26,6.26,6.26,6.26,6.26,,7.20,503.83,0.00,5.64,5.64,,7.20,8.60,7.27,7.26,6.28,6.52,6.28,6.26,6.26,6.27
2020/07/22,31,23023100,25246700,21312850,7.09,7.94,7.20,7.20,6.26,6.26,6.26,6.26,6.26,6.26,,7.10,503.84,0.00,5.53,5.37,,7.10,7.95,7.22,7.21,6.27,6.41,6.27,6.26,6.30,6.27
2020/07/22,32,23070600,25287050,21381600,7.20,8.59,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,,7.21,504.12,0.00,6.23,5.94,,7.21,8.60,7.23,7.22,7.22,7.41,7.22,7.22,7.23,7.22
2020/07/22,33,22823000,25405000,21306500,7.21,8.62,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,,7.21,503.42,0.00,6.94,6.46,,7.21,8.63,7.25,7.25,7.24,7.28,7.24,7.24,7.24,7.24
2020/07/22,34,22605150,25149900,21179450,7.21,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,,7.21,503.84,0.00,7.17,6.94,,7.21,7.24,7.24,7.24,7.24,7.27,7.24,7.24,7.23,7.24
2020/07/22,35,22529550,24147650,20990500,6.67,8.59,7.02,7.02,6.62,6.62,6.62,6.62,6.62,6.62,,6.68,504.59,0.00,7.17,6.63,,6.68,8.60,7.03,7.03,6.62,6.66,6.62,6.62,6.62,6.62
2020/07/22,36,22422350,23702850,20850750,6.46,7.02,7.02,7.02,6.22,6.22,6.22,6.22,6.22,6.22,,6.46,503.84,0.00,6.46,5.47,,6.46,7.03,7.03,7.02,6.22,6.23,6.22,6.22,6.22,6.23
2020/07/22,37,22194800,23505050,20672950,6.67,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,6.68,504.59,0.00,6.47,5.37,,6.68,7.03,7.00,7.01,7.00,7.22,7.00,7.00,7.00,7.00
2020/07/22,38,21967250,23360100,20440500,6.62,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,6.63,504.87,0.00,6.11,5.30,,6.63,7.03,7.00,7.01,7.00,7.25,7.00,7.00,7.00,7.00
2020/07/22,39,21887150,23197250,20360150,6.46,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,,6.47,504.89,0.00,6.23,5.28,,6.47,6.97,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
2020/07/22,40,21846800,22688450,20107300,5.47,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,5.48,504.76,0.00,4.56,3.24,,5.48,6.06,6.00,6.01,6.00,6.00,6.00,6.00,6.00,6.01
2020/07/22,41,21507700,21815550,19372250,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,,5.30,504.79,0.00,5.16,4.91,,5.30,5.32,5.30,5.30,5.29,5.29,5.29,5.29,5.30,5.30
2020/07/22,42,21218150,21295300,19062350,5.15,5.20,5.20,5.20,4.95,4.95,4.95,4.95,4.95,4.95,,5.15,503.84,0.00,4.02,3.14,,5.15,5.22,5.21,5.21,4.95,5.00,4.95,4.95,4.95,4.95
2020/07/22,43,21089500,21024200,18936350,4.95,5.17,5.17,5.17,4.94,4.94,4.94,4.94,4.94,4.94,,4.95,503.84,0.00,4.95,4.68,,4.95,5.18,5.18,5.17,4.94,4.94,4.94,4.94,4.95,4.94
2020/07/22,44,20903050,20548200,18870700,4.63,5.09,5.09,5.09,4.31,4.31,4.31,4.31,4.31,4.31,,4.64,505.19,0.00,4.32,3.81,,4.64,5.13,5.09,5.09,4.31,4.31,4.31,4.31,4.33,4.32
2020/07/22,45,20164500,20452000,18128800,4.94,5.24,5.24,5.24,4.53,4.53,4.53,4.53,4.53,4.53,,4.94,504.69,0.00,4.94,4.68,,4.94,5.25,5.24,5.24,4.53,4.53,4.53,4.53,4.55,4.54
2020/07/22,46,19848000,19989650,17825850,4.73,5.24,5.24,5.24,3.93,3.93,3.93,3.93,3.93,3.93,,4.73,504.69,0.00,4.63,3.93,,4.73,5.24,5.24,5.24,3.93,3.93,3.94,3.93,3.98,3.94
2020/07/22,47,19737850,19346550,17593400,4.31,5.08,5.08,5.08,3.88,3.88,3.88,3.88,3.88,3.88,,4.32,505.86,0.00,4.32,4.30,,4.32,5.08,5.08,5.08,3.88,3.88,3.88,3.88,3.92,3.89
2020/07/22,48,19355300,18864950,17338300,3.92,5.08,5.08,5.08,3.47,3.47,3.47,3.47,3.47,3.47,,3.93,505.98,0.00,3.96,3.92,,3.93,5.08,5.08,5.08,3.47,3.47,3.47,3.47,3.54,3.48
2020/07/23,1,18667500,17131600,16008350,4.50,4.79,4.79,4.79,3.42,3.42,3.42,3.42,3.42,3.42,,4.51,504.48,0.00,4.80,4.69,,4.51,4.79,4.80,4.79,3.42,3.42,3.42,3.42,3.42,3.42
2020/07/23,2,20053850,17435100,16110050,3.96,4.65,4.65,4.65,3.13,3.13,3.13,3.13,3.13,3.13,,3.98,507.14,0.00,4.02,3.98,,3.98,4.65,4.72,4.66,3.13,3.13,3.13,3.13,3.13,3.13
2020/07/23,3,21128800,17317250,16176200,3.12,4.02,4.02,4.02,3.04,3.04,3.04,3.04,3.04,3.04,,3.13,505.08,0.00,4.04,3.71,,3.13,4.04,4.03,4.02,3.04,3.04,3.04,3.04,3.04,3.04
2020/07/23,4,21828000,17429600,16450000,2.59,4.04,4.04,4.04,2.59,2.59,2.59,2.59,2.59,2.59,,2.59,503.46,0.00,3.13,2.59,,2.59,4.04,4.05,4.04,2.59,2.59,2.59,2.59,2.60,2.59
2020/07/23,5,22360500,17506600,16729700,2.37,3.70,3.70,3.70,2.18,2.18,2.18,2.18,2.18,2.18,,2.38,505.59,0.00,2.38,2.01,,2.38,3.75,3.72,3.70,2.18,2.18,2.18,2.18,2.18,2.18
2020/07/23,6,22583350,17520850,16808900,2.37,2.44,2.44,2.44,2.41,2.41,2.41,2.41,2.41,2.41,,2.38,505.59,0.00,2.38,2.01,,2.38,2.50,2.47,2.44,2.41,2.41,2.41,2.41,2.41,2.41
2020/07/23,7,22730200,17378500,16667750,2.24,2.37,2.37,2.37,2.24,2.24,2.24,2.24,2.24,2.24,,2.26,507.96,0.00,2.26,2.02,,2.26,2.37,2.42,2.40,2.24,2.24,2.24,2.24,2.24,2.24
2020/07/23,8,22833750,17360100,16595950,2.37,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,,2.39,507.71,0.00,2.39,2.02,,2.39,2.49,2.45,2.44,2.41,2.41,2.41,2.41,2.41,2.41
2020/07/23,9,22997850,17338750,16544300,2.37,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,,2.41,511.96,0.00,2.03,2.03,,2.41,2.47,2.47,2.51,2.43,2.43,2.43,2.43,2.43,2.43
2020/07/23,10,23290200,17352400,16559750,2.37,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,,2.41,511.96,0.00,2.41,2.03,,2.41,2.48,2.48,2.52,2.44,2.44,2.44,2.44,2.44,2.44
2020/07/23,11,23696150,17392400,16595550,2.41,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,2.42,505.55,0.00,2.42,2.01,,2.42,2.56,2.54,2.51,2.50,2.50,2.51,2.50,2.59,2.50
2020/07/23,12,24116900,17432250,16625650,2.37,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,,2.38,505.59,0.00,2.45,2.01,,2.38,2.54,2.51,2.49,2.48,2.48,2.49,2.48,2.57,2.48
2020/07/23,13,24458400,17607400,16694300,2.41,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,,2.42,506.69,0.00,2.45,2.16,,2.42,2.52,2.51,2.49,2.48,2.48,2.49,2.48,2.56,2.48
2020/07/23,14,24880550,17724300,16761300,2.37,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,,2.38,506.72,0.00,2.38,1.93,,2.38,2.46,2.47,2.45,2.44,2.44,2.45,2.44,2.52,2.44
2020/07/23,15,25088200,17962950,16860400,2.65,3.96,3.96,3.96,2.25,2.25,2.25,2.25,2.25,2.25,,2.67,508.40,0.00,3.73,2.07,,2.67,3.99,3.97,3.96,2.25,2.25,2.26,2.25,2.30,2.25
2020/07/23,16,25368200,18172600,17143500,2.48,3.98,3.98,3.98,2.15,2.15,2.15,2.15,2.15,2.15,,2.50,508.67,0.00,2.50,1.97,,2.50,4.01,3.99,3.98,2.15,2.15,2.16,2.16,2.25,2.15
2020/07/23,17,24904500,18250200,17182800,3.11,4.17,4.17,4.17,3.03,3.03,3.03,3.03,3.03,3.03,,3.13,507.84,0.00,4.66,4.32,,3.13,4.19,4.18,4.18,3.03,3.03,3.04,3.03,3.14,3.03
2020/07/23,18,24666000,18845600,17420100,4.52,4.68,4.68,4.68,4.53,4.53,4.53,4.53,4.53,4.53,,4.52,504.59,0.00,4.64,4.52,,4.52,4.69,4.69,4.68,4.53,4.53,4.53,4.53,4.56,4.53
2020/07/23,19,24242750,19321450,17516950,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,,4.86,504.62,0.00,4.86,4.91,,4.86,4.89,4.86,4.87,4.86,4.86,4.85,4.86,4.86,4.86
2020/07/23,20,24376350,19603800,17673050,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,,4.86,504.62,0.00,4.63,4.73,,4.86,4.87,4.86,4.87,4.86,4.86,4.85,4.86,4.86,4.86
2020/07/23,21,24409200,19899250,17664000,4.92,5.00,5.00,5.00,4.95,4.95,4.95,4.95,4.95,4.95,,4.92,504.60,0.00,4.92,4.77,,4.92,5.00,5.01,5.00,4.95,4.95,4.95,4.95,4.95,4.95
2020/07/23,22,24435800,20055550,17847800,4.92,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,,4.92,504.62,0.00,4.86,4.68,,4.92,4.95,4.95,4.95,4.95,4.95,4.94,4.95,4.95,4.95
2020/07/23,23,24326200,20400950,17830100,4.95,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,,4.95,504.62,0.00,4.53,4.42,,4.95,4.97,4.98,4.96,4.98,4.96,4.95,4.96,4.96,4.96
2020/07/23,24,24302300,20433400,17710400,4.95,4.96,4.96,4.96,4.95,4.95,4.95,4.95,4.95,4.95,,4.96,505.64,0.00,4.91,4.84,,4.96,4.99,4.99,4.96,5.00,4.95,4.95,4.95,4.95,4.95
2020/07/23,25,24636850,20370300,17909850,4.83,4.92,4.92,4.92,4.63,4.63,4.63,4.63,4.63,4.63,,4.83,504.62,0.00,4.68,4.17,,4.83,4.95,4.93,4.92,4.65,4.63,4.63,4.63,4.64,4.63
2020/07/23,26,25049750,20266500,18046850,4.37,4.88,4.88,4.88,3.57,3.57,3.57,3.57,3.57,3.57,,4.38,505.75,0.00,4.64,4.38,,4.38,4.91,4.89,4.88,3.64,3.58,3.58,3.57,3.63,3.57
2020/07/23,27,25100500,20255750,17997150,4.53,4.96,4.96,4.96,3.83,3.83,3.83,3.83,3.83,3.83,,4.54,505.71,0.00,4.54,4.52,,4.54,4.98,4.97,4.97,3.90,3.83,3.85,3.84,3.90,3.83
2020/07/23,28,25272850,20289400,17988050,4.41,4.96,4.96,4.96,4.48,4.48,4.48,4.48,4.48,4.48,,4.43,506.91,0.00,4.43,4.43,,4.43,4.99,4.98,4.97,4.54,4.55,4.49,4.49,4.50,4.48
2020/07/23,29,25110250,19881500,17714100,4.23,5.09,5.09,5.09,4.41,4.41,4.41,4.41,4.41,4.41,,4.25,507.01,0.00,3.85,4.25,,4.25,5.08,5.13,5.09,4.44,4.48,4.42,4.42,4.44,4.41
2020/07/23,30,24703250,19809600,17747900,4.39,5.09,5.09,5.09,4.53,4.53,4.53,4.53,4.53,4.53,,4.41,506.92,0.00,4.42,4.41,,4.41,5.09,5.24,5.09,4.57,4.52,4.53,4.54,4.54,4.53
2020/07/23,31,23787750,19574150,17482450,4.68,5.27,5.27,5.27,4.50,4.50,4.50,4.50,4.50,4.50,,4.70,506.78,0.00,4.77,4.96,,4.70,5.26,5.30,5.27,4.53,4.57,4.51,4.51,4.54,4.50
2020/07/23,32,23321250,19377650,17472550,4.80,5.27,5.27,5.27,3.86,3.86,3.86,3.86,3.86,3.86,,4.81,505.80,0.00,4.85,4.81,,4.81,5.28,5.29,5.28,3.91,3.93,3.89,3.87,3.99,3.87
2020/07/23,33,23328600,19611750,17285750,4.95,5.41,5.41,5.41,3.85,3.85,3.85,3.85,3.85,3.85,,4.96,505.91,0.00,4.96,4.95,,4.96,5.41,5.44,5.41,3.90,3.92,3.88,3.86,3.96,3.87
2020/07/23,34,22803600,19504300,16838250,4.98,5.64,5.64,5.64,4.73,4.73,4.73,4.73,4.73,4.73,,4.99,505.90,0.00,5.15,4.99,,4.99,5.60,5.64,5.63,4.76,4.78,4.76,4.74,4.76,4.74
2020/07/23,35,22478500,19374600,16587800,5.11,5.78,5.78,5.78,4.83,4.83,4.83,4.83,4.83,4.83,,5.12,505.87,0.00,5.12,4.88,,5.12,5.78,5.83,5.78,4.85,4.87,4.84,4.83,4.87,4.83
2020/07/23,36,22476700,19399400,16665650,5.18,5.78,5.78,5.78,4.94,4.94,4.94,4.94,4.94,4.94,,5.19,505.86,0.00,5.19,5.05,,5.19,5.79,5.81,5.78,4.95,4.97,4.95,4.94,4.98,4.94
2020/07/23,37,22397050,19461250,16661650,5.12,5.81,5.81,5.81,4.73,4.73,4.73,4.73,4.73,4.73,,5.14,506.86,0.00,5.21,5.07,,5.14,5.82,5.84,5.82,4.75,4.78,4.76,4.74,4.78,4.74
2020/07/23,38,22251100,19487900,16718300,5.12,5.81,5.81,5.81,4.94,4.94,4.94,4.94,4.94,4.94,,5.13,505.87,0.00,5.39,5.13,,5.13,5.84,5.83,5.81,4.96,4.98,4.95,4.95,4.94,4.94
2020/07/23,39,22003700,19454550,16687400,5.25,6.46,6.46,6.46,4.95,4.95,4.95,4.95,4.95,4.95,,5.25,504.89,0.00,5.25,5.18,,5.25,6.45,6.46,6.46,4.95,4.96,4.95,4.95,4.91,4.95
2020/07/23,40,21773450,19255250,16551050,5.25,6.46,6.46,6.46,4.94,4.94,4.94,4.94,4.94,4.94,,5.25,504.89,0.00,5.25,5.11,,5.25,6.45,6.46,6.46,4.94,4.94,4.94,4.94,4.90,4.94
