îNåéì˙,éûçèÉRÅ[Éh,îÑÇËì¸éDó (kWh),îÉÇ¢ì¸éDó (kWh),ñÒíËëçó (kWh),ÉVÉXÉeÉÄÉvÉâÉCÉX(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåñk(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåãû(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜïî(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkó§(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXä÷êº(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXélçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXã„èB(â~/kWh),,ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøè„å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøâ∫å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøë¨ïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),ÉøämïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),,âÒîâ¬î\å¥âøëSçëíl(â~/kWh),âÒîâ¬î\å¥âøñkäCìπ(â~/kWh),âÒîâ¬î\å¥âøìåñk(â~/kWh),âÒîâ¬î\å¥âøìåãû(â~/kWh),âÒîâ¬î\å¥âøíÜïî(â~/kWh),âÒîâ¬î\å¥âøñkó§(â~/kWh),âÒîâ¬î\å¥âøä÷êº(â~/kWh),âÒîâ¬î\å¥âøíÜçë(â~/kWh),âÒîâ¬î\å¥âøélçë(â~/kWh),âÒîâ¬î\å¥âøã„èB(â~/kWh),,îÑÇËÉuÉçÉbÉNì¸éDëçó (kWh),îÑÇËÉuÉçÉbÉNñÒíËëçó (kWh),îÉÇ¢ÉuÉçÉbÉNì¸éDëçó (kWh),îÉÇ¢ÉuÉçÉbÉNñÒíËëçó (kWh),,FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjëSçëíl(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjñkäCìπ(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåñk(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåãû(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜïî(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjñkó§(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjä÷êº(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjélçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjã„èB(â~/kWh)
2022/02/10,13,20765600,24510300,19686350,23.32,28.74,28.74,28.74,28.74,23.32,23.32,23.32,23.32,17.84,,23.33,513.80,0.00,15.07,14.09,,23.33,28.73,28.70,28.73,28.74,23.31,23.31,23.30,23.27,17.84,,5592800,4669300,4181400,1911000,,23.33,28.64,28.73,28.74,28.71,23.14,23.32,23.32,23.32,17.85
2022/02/10,14,20744650,25246500,19844700,25.52,29.25,29.25,29.25,29.25,26.95,26.95,26.95,26.95,17.84,,25.56,514.14,0.00,15.05,14.44,,25.56,29.25,29.25,29.26,29.22,26.93,26.93,26.87,27.06,17.84,,5521150,4704150,3819850,1660000,,25.56,29.22,29.25,29.29,29.23,26.60,26.95,26.95,26.94,17.85
2022/02/10,15,20711150,26052950,20039250,28.94,35.72,35.72,35.72,35.72,35.72,35.72,35.72,35.72,35.72,,29.10,516.18,0.00,18.16,16.27,,29.10,35.70,35.62,35.74,35.72,35.71,35.71,35.14,35.93,35.71,,5513550,4842050,3474600,1340250,,29.10,35.44,35.72,35.76,35.72,34.35,35.79,35.74,35.72,35.71
2022/02/10,16,20684000,26774800,20161800,35.00,79.99,79.99,79.99,79.99,39.93,39.93,39.93,39.93,39.93,,35.54,520.34,0.00,29.18,27.05,,35.54,79.10,78.88,79.12,79.21,39.91,39.91,38.87,40.72,39.93,,5470450,4948950,3107600,1134750,,35.54,77.16,79.86,78.17,79.72,37.56,39.93,40.89,39.93,39.93
2022/02/10,17,21356850,30598400,20834950,50.00,80.00,80.00,80.00,80.00,39.93,39.93,39.93,39.93,39.93,,50.43,511.97,0.00,60.52,80.69,,50.43,78.25,80.00,79.96,80.00,39.87,39.92,39.54,41.49,39.92,,5514850,4993350,2952550,822750,,50.43,79.26,80.00,79.93,80.01,38.93,39.94,40.75,39.93,39.96
2022/02/10,18,21595500,31571900,21080500,79.00,25.37,80.00,80.00,80.00,46.88,46.88,46.88,46.88,46.88,,78.62,505.21,0.00,79.64,79.64,,78.62,25.69,79.96,80.01,80.00,46.75,46.87,46.72,47.92,46.90,,5401250,4886250,2698350,595250,,78.62,25.85,80.01,80.02,80.01,46.05,46.88,47.59,46.94,46.89
2022/02/10,19,21892300,32496400,21353800,79.00,35.00,80.00,80.00,80.00,39.93,39.93,39.93,39.93,39.93,,78.70,505.73,0.00,79.72,79.72,,78.70,35.91,79.96,80.04,80.00,39.93,39.96,39.96,41.47,39.96,,5251950,4713450,2642600,551250,,78.70,35.84,80.00,80.03,80.09,39.93,39.98,40.81,39.98,39.93
2022/02/10,20,22161100,32335350,21520300,41.95,13.93,79.99,80.00,80.00,39.40,39.40,39.40,14.38,14.80,,42.64,515.94,0.00,81.31,81.31,,42.64,14.00,79.90,80.00,80.00,39.34,39.39,39.32,19.02,14.80,,5274000,4689700,2791950,628250,,42.64,14.10,79.96,80.02,80.02,39.08,39.40,40.08,14.39,14.80
2022/02/10,21,22309400,32016900,21683650,34.00,13.36,23.63,80.00,80.00,19.68,19.68,19.68,14.53,14.80,,34.79,519.41,0.00,81.86,81.86,,34.79,13.41,23.66,80.02,80.00,19.68,19.74,19.70,14.79,14.80,,5248850,4670850,2997350,769450,,34.79,14.67,23.64,80.03,80.02,19.71,19.76,19.75,14.54,14.80
2022/02/10,22,22463850,31838800,21756200,28.34,13.69,23.60,80.00,80.00,15.99,15.99,15.99,14.02,11.17,,29.29,525.61,0.00,82.69,82.69,,29.29,13.72,23.60,79.97,80.00,15.99,16.03,16.00,15.55,11.17,,5295100,4675700,2919550,661650,,29.29,14.64,23.60,80.00,80.02,16.01,16.27,16.05,14.03,11.17
2022/02/10,23,22587300,31750950,21747350,28.44,13.96,21.46,80.00,80.00,15.95,15.95,15.95,8.81,9.34,,29.44,526.92,0.00,82.81,82.81,,29.44,14.00,21.47,79.94,80.00,15.96,15.99,15.96,12.89,9.34,,5295650,4676250,2993550,734150,,29.44,14.96,21.47,79.94,80.01,15.97,16.32,16.86,8.86,9.34
2022/02/10,24,22783150,31640500,21783800,25.00,21.64,21.64,80.00,80.00,15.95,15.95,15.95,8.66,9.15,,26.26,539.83,0.00,84.03,84.03,,26.26,21.66,21.65,79.61,80.00,15.95,15.98,15.98,10.04,9.15,,5276650,4657250,3054450,871050,,26.26,22.00,21.67,79.41,80.01,15.96,16.03,16.29,8.75,9.15
2022/02/10,25,22948850,31370000,21822200,21.94,13.74,14.87,80.00,60.00,15.51,15.51,15.51,8.79,8.78,,23.01,539.12,0.00,30.24,36.06,,23.01,13.76,14.88,79.78,60.01,15.51,15.53,15.52,8.96,8.78,,5331500,4712100,3460300,1160100,,23.01,14.26,14.93,79.65,60.04,15.52,15.54,15.51,8.82,8.78
2022/02/10,26,23049600,31469800,21804500,22.00,13.64,20.00,80.00,28.53,15.06,15.06,15.06,8.78,8.78,,23.00,537.35,0.00,26.68,30.02,,23.00,13.66,20.00,79.70,28.53,15.06,15.08,15.08,10.53,8.79,,5339450,4720050,3577300,1177100,,23.00,14.18,20.05,79.51,28.53,15.07,15.24,15.07,8.84,8.79
2022/02/10,27,22939850,31832400,21849300,24.26,23.79,23.79,80.00,80.00,15.51,15.51,15.51,8.81,8.97,,25.35,537.14,0.00,29.99,31.36,,25.35,23.83,23.78,79.53,79.78,15.51,15.54,15.54,9.22,8.98,,5355600,4736200,3619700,1170350,,25.35,24.41,23.79,79.08,79.99,15.51,15.57,15.52,8.84,8.97
2022/02/10,28,22793150,32009300,21739300,25.00,23.70,23.70,80.00,80.00,15.51,15.51,15.51,8.80,8.97,,26.05,535.64,0.00,30.37,31.26,,26.05,23.75,23.69,79.77,79.78,15.51,15.54,15.53,9.44,8.98,,5339650,4720250,3778900,1141750,,26.05,24.84,23.70,79.46,79.92,15.52,15.61,15.53,8.84,8.97
2022/02/10,29,22741250,31704550,21697650,24.61,20.00,23.78,80.00,79.99,15.51,15.51,15.51,8.78,9.15,,25.70,536.82,0.00,30.02,31.33,,25.70,20.11,23.78,79.37,79.94,15.51,15.53,15.53,9.35,9.16,,5306900,4687500,3464000,1093450,,25.70,21.26,23.78,78.77,79.99,15.54,15.59,15.54,8.80,9.15
2022/02/10,30,22564350,31162200,21492000,25.91,40.00,40.00,80.00,60.00,15.95,15.95,15.95,8.60,9.15,,26.91,533.89,0.00,30.19,31.16,,26.91,39.76,39.93,79.41,60.00,15.95,15.97,15.98,11.20,9.16,,5304850,4685450,3043900,933550,,26.91,40.24,39.98,78.96,60.02,15.98,16.05,16.97,8.73,9.15
2022/02/10,31,22355500,30864300,21332500,28.49,80.00,80.00,80.00,60.01,15.06,15.06,15.06,8.63,9.34,,29.51,532.45,0.00,30.04,34.85,,29.51,76.67,79.93,79.56,59.99,15.07,15.08,15.10,8.75,9.35,,5277850,4675950,2885450,925450,,29.51,78.61,79.99,79.14,59.98,15.07,15.12,15.23,8.64,9.35
2022/02/10,32,21700150,30685950,20841750,28.95,80.00,80.00,80.00,80.00,15.06,15.06,15.06,8.83,11.17,,30.16,535.22,0.00,36.46,41.59,,30.16,77.69,79.90,79.73,79.86,15.07,15.09,15.11,12.07,11.18,,5183500,4634700,2716750,789750,,30.16,78.96,80.00,79.42,79.95,15.07,15.18,17.29,8.97,11.18
2022/02/10,33,21361300,30796300,20660000,39.93,60.01,80.00,80.00,80.00,15.95,15.95,15.95,8.86,14.27,,40.91,520.09,0.00,61.49,81.94,,40.91,59.22,79.88,79.65,79.86,15.97,15.97,16.02,10.10,14.29,,5222400,4778500,2827000,925750,,40.91,59.93,80.00,79.45,80.01,15.97,16.15,17.72,8.92,14.28
2022/02/10,34,21137350,31117000,20483900,75.00,80.00,80.00,80.00,80.00,20.13,20.13,20.13,8.83,14.80,,74.95,508.24,0.00,79.97,79.97,,74.95,79.00,80.00,79.99,79.97,20.17,20.18,20.19,9.15,14.86,,5198700,4827300,2970600,811250,,74.95,79.49,80.01,80.04,80.02,20.13,20.29,22.27,8.90,14.81
2022/02/10,35,20830400,31219800,20341050,80.00,80.00,80.00,80.00,80.00,26.95,26.95,26.95,14.15,26.95,,79.81,507.03,0.00,79.81,79.81,,79.81,78.89,80.06,80.15,79.98,26.98,27.00,27.00,14.69,27.01,,5246800,4893700,3114150,811250,,79.81,79.43,80.11,80.17,80.02,26.83,27.04,27.03,14.18,27.00
2022/02/10,36,20744200,31494250,20362950,80.00,80.00,80.00,80.00,80.00,35.00,35.00,35.00,14.75,35.00,,79.62,505.99,0.00,79.62,79.62,,79.62,79.30,80.07,80.03,80.00,35.00,35.03,34.81,21.11,35.05,,5312850,4970850,3133150,811250,,79.62,79.65,80.01,80.06,80.03,34.37,35.36,36.04,14.89,35.05
2022/02/10,37,20780050,30795450,20419950,75.00,80.00,80.00,80.00,80.00,35.00,35.00,35.00,14.50,35.00,,74.75,506.73,0.00,74.75,79.76,,74.75,79.17,80.00,80.02,79.77,35.02,35.02,34.63,20.99,35.04,,5326950,4996900,3127150,811250,,74.75,79.57,80.01,80.02,79.72,33.99,35.36,35.79,14.74,35.10
2022/02/10,38,20853750,30661050,20511450,60.10,80.00,80.00,80.00,80.00,26.95,26.95,26.95,14.53,26.95,,60.47,511.58,0.00,40.15,80.49,,60.47,78.13,79.96,80.01,79.62,26.98,26.98,26.99,20.56,27.00,,5309400,4995200,3080150,810750,,60.47,79.02,80.01,80.00,79.52,26.84,27.13,28.55,14.78,27.04
2022/02/10,39,20732150,30311000,20408900,60.56,80.00,80.00,80.00,80.00,35.00,35.00,35.00,14.55,35.00,,61.02,512.26,0.00,55.96,61.02,,61.02,78.55,79.96,79.99,79.99,35.02,35.02,35.04,20.84,35.02,,5367350,5067350,3003650,810750,,61.02,79.25,80.00,79.95,79.99,34.92,35.32,35.68,14.88,35.08
2022/02/10,40,20675200,29921100,20319650,53.88,80.00,80.00,80.00,80.00,23.32,23.32,23.32,14.36,23.32,,54.39,513.22,0.00,40.36,49.33,,54.39,77.89,79.98,79.97,79.77,23.36,23.34,23.41,19.35,23.36,,5378200,5078200,3072650,810750,,54.39,78.89,80.00,79.94,79.70,23.27,23.42,25.15,14.53,23.37
2022/02/10,41,20529100,29348300,20152050,40.90,79.99,79.99,79.99,35.00,35.00,35.00,35.00,14.41,35.00,,41.81,519.74,0.00,29.77,34.74,,41.81,77.93,79.90,79.97,34.99,35.00,35.00,35.01,17.80,35.00,,5344500,5031000,3357400,772750,,41.81,78.88,79.98,79.92,35.01,34.92,35.00,35.64,14.45,35.03
2022/02/10,42,20723600,29036550,20207200,35.00,35.00,60.00,60.00,27.66,26.95,26.95,26.95,26.95,26.95,,35.41,518.51,0.00,30.35,35.41,,35.41,35.02,59.99,59.78,27.63,26.96,26.96,26.85,27.92,26.96,,5558400,5094900,3316600,812250,,35.41,37.05,60.03,59.50,28.32,26.75,26.95,26.95,26.95,26.95
2022/02/10,43,20937600,27439250,20248300,28.65,43.74,45.00,45.00,28.81,26.95,26.95,26.95,26.95,20.75,,28.98,519.47,0.00,25.82,26.31,,28.98,43.64,44.93,44.95,28.78,26.96,26.95,26.84,27.45,20.76,,5702450,5071450,3393850,819250,,28.98,43.82,45.03,44.84,29.04,26.69,26.95,26.95,26.95,20.75
2022/02/10,44,21053700,26990750,19971350,24.29,29.04,29.04,29.04,27.74,19.66,19.66,19.66,19.66,19.66,,24.40,515.94,0.00,23.79,20.54,,24.40,29.04,29.02,29.11,27.73,19.66,19.66,19.68,19.66,19.66,,5647400,4951400,3280850,853400,,24.40,29.08,29.03,29.17,27.74,19.66,19.66,19.67,19.66,19.67
2022/02/10,45,20637050,25330850,19775850,20.90,24.26,24.26,28.77,28.77,15.21,15.21,15.21,15.21,14.27,,20.94,514.54,0.00,20.17,15.54,,20.94,24.26,24.32,28.76,28.67,15.21,15.21,15.22,15.22,14.27,,5563450,4807950,3161350,837700,,20.94,24.36,24.26,28.66,28.75,15.21,15.22,15.22,15.21,14.27
2022/02/10,46,20509250,24591400,19499750,17.00,21.66,21.66,26.02,26.02,15.08,15.08,15.08,15.08,14.27,,17.06,515.37,0.00,18.54,15.27,,17.06,21.66,21.75,26.02,25.90,15.09,15.08,15.08,15.08,14.27,,5464700,4690200,3000800,856100,,17.06,21.68,21.66,25.89,26.00,15.08,15.08,15.09,15.08,14.27
2022/02/10,47,19982550,24560400,19048750,21.66,31.60,31.60,31.60,31.60,14.95,14.95,14.95,14.95,14.27,,21.84,517.83,0.00,21.84,21.84,,21.84,31.56,31.72,31.57,31.49,14.95,14.96,14.95,14.95,14.27,,5244650,4483650,2857750,858750,,21.84,31.62,31.58,31.52,31.73,14.95,14.96,14.95,14.95,14.27
2022/02/10,48,19573550,23527650,18685100,21.69,28.91,28.91,28.91,28.91,15.06,15.06,15.06,15.06,14.27,,21.77,514.38,0.00,21.77,21.77,,21.77,28.88,28.97,28.90,28.77,15.06,15.07,15.06,15.06,14.27,,5055000,4444000,2199250,605050,,21.77,28.99,28.89,28.84,28.96,15.06,15.07,15.06,15.06,14.27
2022/02/11,1,19374100,21779250,18096400,21.69,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,14.27,,21.70,513.77,0.00,22.79,20.77,,21.70,23.34,23.34,23.35,23.34,23.34,23.34,23.34,23.34,14.27,,4610050,3846800,1608600,824750,,21.70,23.34,23.34,23.34,23.37,23.34,23.34,23.34,23.34,14.27
2022/02/11,2,19514850,21972250,18196600,20.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,14.27,,20.01,513.68,0.00,21.71,20.01,,20.01,25.00,25.00,25.01,25.00,25.00,25.00,25.00,25.00,14.27,,4995600,4081150,2630100,1459750,,20.01,24.99,25.00,25.00,25.02,25.00,25.00,25.00,25.00,14.27
2022/02/11,3,20200900,22303700,18361700,20.75,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,14.27,,20.76,514.41,0.00,20.99,20.76,,20.76,25.00,25.00,25.00,25.00,25.00,25.00,25.01,25.00,14.27,,5184400,4119150,3254450,1662250,,20.76,25.00,25.00,25.00,25.00,25.00,25.01,25.01,25.00,14.27
2022/02/11,4,20500700,22749950,18517850,20.75,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,14.27,,20.75,514.48,0.00,20.75,19.01,,20.75,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,14.27,,5341150,4125200,3612650,1711250,,20.75,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,14.27
2022/02/11,5,20691450,22942600,18522250,20.94,22.99,22.99,22.99,22.99,22.99,22.99,22.99,22.99,14.27,,20.95,514.72,0.00,25.01,20.95,,20.95,22.99,22.99,22.99,22.98,22.99,22.99,22.99,22.99,14.27,,5491500,4125000,3849600,1742750,,20.95,22.99,22.99,22.99,22.99,22.99,22.99,22.99,22.99,14.27
2022/02/11,6,20913900,23240100,18571450,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,14.27,,24.42,514.48,0.00,25.42,24.42,,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,14.27,,5642100,4125200,4071850,1811250,,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,24.42,14.27
2022/02/11,7,21028300,23523150,18542000,25.52,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,17.84,,25.52,514.46,0.00,25.88,25.52,,25.52,25.17,25.17,25.17,25.18,25.18,25.17,25.17,25.17,17.84,,5792200,4125150,4240850,1837750,,25.52,25.18,25.17,25.17,25.17,25.17,25.18,25.17,25.17,17.84
2022/02/11,8,21231550,23491050,18569300,25.17,23.79,23.79,23.79,22.11,22.11,22.11,22.11,22.11,17.84,,25.16,514.27,0.00,26.80,25.16,,25.16,23.79,23.79,23.79,22.11,22.11,22.11,22.11,22.11,17.84,,5941350,4124100,4281350,1878750,,25.16,23.79,23.79,23.79,22.11,22.11,22.11,22.11,22.11,17.84
2022/02/11,9,21327850,23507250,18520200,25.86,25.17,26.81,26.81,22.11,19.00,19.00,19.00,19.00,17.84,,25.85,514.52,0.00,27.14,25.85,,25.85,25.18,26.81,26.80,22.11,19.00,19.00,18.99,19.00,17.84,,6091600,4124450,4273850,1858250,,25.85,25.18,26.81,26.80,22.11,19.00,19.01,19.00,19.00,17.84
2022/02/11,10,21482650,23562550,18519700,25.17,26.88,26.88,26.88,22.11,19.00,19.00,19.00,19.00,17.84,,25.16,514.52,0.00,26.95,25.16,,25.16,26.87,26.88,26.87,22.11,19.00,19.00,18.99,19.00,17.84,,6090300,4123250,4270850,1855250,,25.16,26.87,26.88,26.87,22.11,19.00,19.00,19.00,19.00,17.84
2022/02/11,11,21503100,22648400,18500500,19.00,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,17.84,,19.01,515.00,0.00,25.53,20.85,,19.01,18.23,18.43,18.24,18.24,18.23,18.23,18.23,18.24,17.84,,6086700,4120250,4048700,1806250,,19.01,18.24,18.23,18.26,18.23,18.23,18.33,18.23,18.23,17.84
2022/02/11,12,21307850,22652550,18424000,19.00,18.64,18.64,18.64,18.64,18.64,18.64,18.64,18.64,17.84,,19.01,515.00,0.00,25.19,20.85,,19.01,18.64,18.68,18.66,18.67,18.64,18.64,18.63,18.64,17.84,,6112900,4117200,3928150,1713250,,19.01,18.65,18.65,18.66,18.64,18.64,18.68,18.64,18.64,17.84
2022/02/11,13,20772550,22060900,17907650,19.00,18.64,18.64,18.64,18.64,18.64,18.64,18.64,18.64,14.27,,19.01,515.00,0.00,25.02,23.63,,19.01,18.64,18.76,18.66,18.66,18.64,18.64,18.64,18.64,14.27,,6005550,4075050,3816450,1666350,,19.01,18.66,18.64,18.66,18.64,18.64,18.71,18.64,18.64,14.27
2022/02/11,14,20590900,22425800,17915700,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,17.84,,20.94,515.04,0.00,28.67,27.43,,20.94,20.93,20.93,20.94,20.94,20.93,20.93,20.93,20.93,17.84,,5894750,3976850,3803750,1672400,,20.94,20.93,20.93,20.94,20.94,20.93,20.95,20.93,20.93,17.84
2022/02/11,15,20731650,22977900,18171450,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,17.84,,23.84,515.44,0.00,28.23,25.51,,23.84,23.86,23.82,23.84,23.85,23.85,23.85,23.84,23.84,17.84,,5905650,4078050,3651150,1651600,,23.84,23.84,23.84,23.85,23.84,23.80,23.84,23.84,23.84,17.84
2022/02/11,16,21386000,23305950,18704700,23.85,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,14.27,,23.85,515.45,0.00,30.00,28.74,,23.85,23.84,23.82,23.84,23.85,23.86,23.85,23.84,23.85,14.27,,6147350,4240000,3484000,1656000,,23.85,23.84,23.84,23.85,23.84,23.81,23.84,23.84,23.87,14.27
2022/02/11,17,22593200,23955900,19613550,23.84,13.85,23.84,23.84,23.84,23.84,23.84,23.84,23.84,14.27,,23.85,515.66,0.00,28.67,25.97,,23.85,13.86,23.86,23.84,23.86,23.87,23.85,23.84,23.84,14.27,,6374850,4452800,3283650,1746950,,23.85,13.85,23.84,23.88,23.84,23.84,23.84,23.84,23.84,14.27
2022/02/11,18,23581000,24501300,20193750,23.67,11.72,23.84,23.84,23.84,23.84,23.84,23.84,23.84,14.27,,23.72,515.86,0.00,23.91,23.89,,23.72,11.79,24.33,23.86,23.86,23.88,23.84,23.85,23.84,14.27,,6694650,4559650,3179100,1726050,,23.72,11.89,23.85,24.07,23.85,23.83,23.85,23.84,23.84,14.27
2022/02/11,19,23636650,23998150,20153100,22.11,23.85,23.85,23.85,15.51,15.51,15.51,15.51,15.51,9.34,,22.14,515.18,0.00,23.87,23.71,,22.14,23.83,24.09,23.86,15.52,15.51,15.52,15.51,15.52,9.34,,6943200,4453250,3177200,1779550,,22.14,23.95,23.86,23.93,15.51,15.51,15.52,15.51,15.54,9.34
2022/02/11,20,24263800,23415550,20058250,14.87,23.85,23.85,23.85,20.08,13.83,13.83,13.83,13.83,9.15,,14.98,518.28,0.00,20.15,14.91,,14.98,23.84,24.06,23.81,20.10,13.87,13.84,13.83,13.84,9.15,,7182250,4116600,3286200,1912950,,14.98,24.07,23.85,23.81,20.09,13.83,13.83,13.83,13.88,9.15
2022/02/11,21,25325850,23209650,20184050,13.92,25.00,27.29,27.29,20.16,12.99,12.99,12.99,12.99,0.01,,14.02,518.17,0.00,15.74,13.81,,14.02,24.85,27.30,27.21,20.17,12.99,13.00,12.99,13.00,0.01,,7575800,3844600,3503950,2212450,,14.02,24.95,27.29,27.14,20.17,12.99,12.99,12.99,13.02,0.01
2022/02/11,22,25881350,23252000,20442300,14.14,14.50,27.60,27.60,19.48,9.18,9.18,9.18,9.18,0.01,,14.20,516.65,0.00,14.33,12.30,,14.20,14.49,27.44,27.51,19.48,9.31,9.18,9.18,9.23,0.01,,7508900,3627450,3587950,2403450,,14.20,14.50,27.60,27.28,19.52,9.18,9.19,9.19,9.24,0.01
2022/02/11,23,26573400,22968500,20202050,12.99,11.30,27.07,27.07,18.21,12.99,12.99,12.99,12.99,0.01,,13.05,516.85,0.00,13.99,9.81,,13.05,11.30,26.98,26.96,18.20,12.99,13.00,12.99,13.18,0.01,,7418700,3086850,3666950,2482550,,13.05,11.30,27.07,26.77,18.26,12.99,13.01,13.01,13.01,0.01
2022/02/11,24,27152100,22467250,20080700,11.17,8.45,23.67,23.67,8.83,8.83,8.83,8.83,8.83,0.01,,11.23,517.23,0.00,12.32,8.88,,11.23,8.45,23.58,23.62,9.02,8.91,8.83,8.83,8.83,0.01,,7209300,2736700,3786550,2552150,,11.23,8.45,23.67,23.55,8.88,8.83,8.89,8.84,8.93,0.01
2022/02/11,25,28204400,22051700,20033200,9.21,20.84,20.84,20.84,19.36,10.34,10.34,10.34,10.34,0.01,,9.29,518.94,0.00,10.01,8.68,,9.29,20.78,20.84,20.81,19.36,10.44,10.35,10.34,10.35,0.01,,6898750,2575400,3639700,2586200,,9.29,20.82,20.84,20.76,19.37,10.34,10.35,10.35,10.37,0.01
2022/02/11,26,28576800,21857100,19952450,9.16,20.00,20.00,20.00,18.76,9.18,9.18,9.18,9.18,0.01,,9.25,519.53,0.00,9.30,8.08,,9.25,19.99,20.00,19.97,18.71,9.26,9.18,9.18,9.43,0.01,,6882950,2573800,3666150,2642150,,9.25,19.99,20.00,19.91,18.75,9.18,9.21,9.21,9.21,0.01
2022/02/11,27,28653150,21901100,20092000,9.15,15.85,15.85,15.85,15.85,10.34,10.34,10.34,10.34,0.01,,9.37,526.84,0.00,10.16,9.18,,9.37,15.87,15.78,15.86,15.89,10.41,10.35,10.34,10.51,0.01,,6872050,2572800,3682650,2657650,,9.37,15.84,15.88,15.86,15.83,10.34,10.36,10.36,10.38,0.01
2022/02/11,28,27672100,21824800,19833400,9.21,19.06,19.06,19.06,19.06,12.99,12.99,12.99,12.99,0.01,,9.39,524.53,0.00,9.39,8.53,,9.39,18.91,18.85,19.05,19.05,13.03,13.00,12.99,13.16,0.01,,6687450,2569800,3632850,2656650,,9.39,19.05,19.08,18.96,19.03,12.99,13.01,13.01,13.02,0.01
2022/02/11,29,27282600,21706400,19911750,9.15,12.69,15.62,15.62,15.62,10.34,10.34,10.34,10.34,0.01,,9.34,524.82,0.00,9.54,8.97,,9.34,12.66,15.56,15.63,15.60,10.41,10.35,10.34,10.46,0.01,,6330750,2804800,3663400,2728800,,9.34,12.67,15.63,15.60,15.61,10.34,10.36,10.36,10.37,0.01
2022/02/11,30,25526450,21470350,19711400,9.92,15.85,15.85,15.85,10.34,10.34,10.34,10.34,10.34,0.01,,10.04,520.37,0.00,9.46,8.70,,10.04,15.76,15.79,15.85,10.72,10.37,10.34,10.34,10.53,0.01,,6427550,2990650,3672950,2692350,,10.04,15.81,15.86,15.80,10.41,10.34,10.37,10.38,10.42,0.01
2022/02/11,31,24559600,21709150,19468400,12.99,18.50,18.50,18.50,18.50,12.99,12.99,12.99,12.99,0.01,,13.03,515.73,0.00,13.03,9.00,,13.03,18.48,18.50,18.50,18.49,13.01,13.00,12.99,13.00,0.01,,6534500,3192250,3648800,2764050,,13.03,18.51,18.52,18.47,18.49,12.99,12.99,13.00,13.01,0.01
2022/02/11,32,23822950,21540950,18992050,13.71,21.32,21.32,21.32,21.32,13.71,13.71,13.71,13.71,0.01,,13.79,517.24,0.00,12.33,9.83,,13.79,21.31,21.30,21.34,21.28,13.71,13.72,13.71,13.73,0.01,,6713900,3501100,3280700,2362200,,13.79,21.32,21.32,21.25,21.46,13.71,13.71,13.72,13.73,0.01
